"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000006059",0.96420427530489,-11.9241611771437,3.01044942873661,-3.96092392827469,7.46603171920671e-05,0.00365440293738347
"ENSG00000008735",8.05284950696195,-3.63971686777553,0.955515706644415,-3.80916487553879,0.000139436957801664,0.00602729831619556
"ENSG00000021488",1.88686660000482,-13.8102056743886,2.4286464031993,-5.68637972831127,1.29760695878159e-08,1.66540681295963e-06
"ENSG00000024422",35.7428748443982,1.70526349993738,0.48891967991037,3.48781930858253,0.000486977059189574,0.0149172164520588
"ENSG00000025770",14.2162197282167,-2.46943282435406,0.788013949759333,-3.13374252461933,0.00172592226180616,0.0390963678960682
"ENSG00000038295",17.8181250683797,-2.73253303279814,0.868703764552656,-3.14552917150678,0.00165786660599963,0.0377948165165012
"ENSG00000053438",0.893478834386381,-10.1725750635112,3.25692964414023,-3.12336346651314,0.00178796798472738,0.0398331502032572
"ENSG00000057757",96.3303678792775,1.11379006179434,0.365805427283842,3.04476089943331,0.00232865357798269,0.0495991290675613
"ENSG00000058804",24.7426034834093,-1.31664813772942,0.430715734972651,-3.05688422971829,0.0022365063724006,0.0482331823535519
"ENSG00000063515",0.757314320889505,-13.0642726846496,3.25832960863223,-4.00950003647229,6.08474436725605e-05,0.00310938533551306
"ENSG00000065491",32.6838792980043,2.25643015559646,0.667828819333369,3.3787552891905,0.000728147915208846,0.0193472660003815
"ENSG00000066813",16.7705998347008,-4.53016905328167,1.20697642443595,-3.75332024848682,0.000174507680164928,0.0070035936012172
"ENSG00000068781",0.824558265533373,-27.1224064505496,3.25139015578569,-8.3417877126455,7.31757334786176e-17,1.3481076271784e-14
"ENSG00000072415",39.9349314820132,-2.08959341508645,0.648135258417016,-3.22400824202961,0.00126409761324959,0.0305033047071527
"ENSG00000078596",39.2713709339481,1.33914193585254,0.421930559685314,3.17384438058079,0.00150434323229199,0.0349817606965114
"ENSG00000081853",1.04094931882741,-10.1430335168624,3.24280249794365,-3.12786039954464,0.00176083793516886,0.0395108291016812
"ENSG00000083099",32.1058229682426,-1.5032622920495,0.465962250366357,-3.22614608987655,0.00125469296560423,0.0303056608615177
"ENSG00000089225",10.9393527584432,-4.97546589770055,1.40417360960207,-3.54334098267988,0.000395091499215335,0.0125319810608798
"ENSG00000090273",59.8709764631522,-0.932539829766177,0.27817402577508,-3.35236126797902,0.000801253876200455,0.0209332292115039
"ENSG00000091010",1.35248022160457,-13.4327240200664,3.21310906029735,-4.18060008794823,2.90740802746853e-05,0.00169686041948535
"ENSG00000099365",7.14670581569572,-3.42555076513643,0.950853546008987,-3.60260607904811,0.000315042768584038,0.0107953502157355
"ENSG00000100058",14.9572767001637,-3.16203714886855,1.02661566088352,-3.08005933413021,0.00206959360589755,0.0449245784208874
"ENSG00000101323",2.98574466068007,-4.25779174932852,1.31768619575403,-3.23126383432442,0.0012324412268981,0.03005904284031
"ENSG00000101445",114.997200503614,1.87790517153236,0.402788829032286,4.66225733232,3.12759770906613e-06,0.000292412815024036
"ENSG00000102076",1.53301242492229,-12.4629179667727,3.08199702881554,-4.04378000700488,5.2596273828968e-05,0.00279056489605213
"ENSG00000102287",42.8770815499313,-3.39208138506481,1.04373907653987,-3.24993234545746,0.00115432466360327,0.0283199871584788
"ENSG00000102543",12.4968953917508,-1.96760360590528,0.532747955379679,-3.69331047831616,0.000221353493838213,0.00848142327963669
"ENSG00000104883",0.790361123195768,-12.0554918033084,3.06144953495895,-3.9378378332374,8.22191280551497e-05,0.00395459748293006
"ENSG00000105701",251.905757946489,0.736925007679704,0.224571955025596,3.28146498789535,0.00103269344520072,0.0255112582608072
"ENSG00000105967",86.2825034777733,-1.10910890249951,0.361305936317079,-3.06972233505228,0.00214257863572842,0.0464079743893177
"ENSG00000107099",390.457147062525,0.99352641754105,0.294672586416269,3.37162825230558,0.000747252373750638,0.0197549855247809
"ENSG00000107937",39.9209616561845,-1.40756358680214,0.37419229416474,-3.76160495219191,0.000168826552566724,0.00681994162896194
"ENSG00000108516",0.709205657317045,12.0414575986945,3.24546796334147,3.71023770214537,0.000207064735823856,0.00810181348020522
