"category","Ensembl.ID","ID","term","count","genes","logFC","adj_pval","zscore"
"CC","ENSG00000128655","GO:0005829","cytosol",21,"Q9HCR9",-5.08576972917477,6.42e-05,-3.82950744279798
"CC","ENSG00000128655","GO:0005737","cytoplasm",32,"Q9HCR9",-5.08576972917477,0.000118,-3.67699247454777
"CC","ENSG00000138735","GO:0005829","cytosol",21,"O76074",2.36298326136051,6.42e-05,3.82950744279798
"CC","ENSG00000138735","GO:0005737","cytoplasm",32,"O76074",2.36298326136051,0.000118,3.67699247454777
"CC","ENSG00000095464","GO:0005886","plasma membrane",21,"P51160",-14.9696056506615,0.000262,-3.46817804083009
"CC","ENSG00000095464","GO:0071944","cell periphery",22,"P51160",-14.9696056506615,0.000205,-3.53356194460777
"CC","ENSG00000185532","GO:0005829","cytosol",21,"Q13976",2.99237677973568,6.42e-05,3.82950744279798
"CC","ENSG00000185532","GO:0005886","plasma membrane",21,"Q13976",2.99237677973568,0.000262,3.46817804083009
"CC","ENSG00000185532","GO:0071944","cell periphery",22,"Q13976",2.99237677973568,0.000205,3.53356194460777
"CC","ENSG00000185532","GO:0005737","cytoplasm",32,"Q13976",2.99237677973568,0.000118,3.67699247454777
"CC","ENSG00000093144","GO:0005829","cytosol",21,"Q9NTX5",-1.35390797053558,6.42e-05,-3.82950744279798
"CC","ENSG00000093144","GO:0005737","cytoplasm",32,"Q9NTX5",-1.35390797053558,0.000118,-3.67699247454777
"CC","ENSG00000196344","GO:0005829","cytosol",21,"P40394",-12.0833620084415,6.42e-05,-3.82950744279798
"CC","ENSG00000196344","GO:0005886","plasma membrane",21,"P40394",-12.0833620084415,0.000262,-3.46817804083009
"CC","ENSG00000196344","GO:0071944","cell periphery",22,"P40394",-12.0833620084415,0.000205,-3.53356194460777
"CC","ENSG00000196344","GO:0005737","cytoplasm",32,"P40394",-12.0833620084415,0.000118,-3.67699247454777
"CC","ENSG00000154917","GO:0098793","presynapse",6,"Q9NRW1",2.10511394181201,0.00025,3.48075640434621
"CC","ENSG00000154917","GO:0045202","synapse",10,"Q9NRW1",2.10511394181201,7.68e-05,3.78517573100567
"CC","ENSG00000154917","GO:0030054","cell junction",12,"Q9NRW1",2.10511394181201,0.000156,3.60512726197676
"CC","ENSG00000154917","GO:0031410","cytoplasmic vesicle",13,"Q9NRW1",2.10511394181201,0.000159,3.60017752004844
"CC","ENSG00000154917","GO:0097708","intracellular vesicle",13,"Q9NRW1",2.10511394181201,0.000161,3.5969260324504
"CC","ENSG00000154917","GO:0098588","bounding membrane of organelle",11,"Q9NRW1",2.10511394181201,0.000675,3.20513318018478
"CC","ENSG00000154917","GO:0031090","organelle membrane",15,"Q9NRW1",2.10511394181201,0.000672,3.20641501010521
"CC","ENSG00000154917","GO:0031982","vesicle",16,"Q9NRW1",2.10511394181201,0.000456,3.31635469226219
"CC","ENSG00000154917","GO:0005829","cytosol",21,"Q9NRW1",2.10511394181201,6.42e-05,3.82950744279798
"CC","ENSG00000154917","GO:0005737","cytoplasm",32,"Q9NRW1",2.10511394181201,0.000118,3.67699247454777
"CC","ENSG00000025039","GO:0098857","membrane microdomain",5,"Q9NQL2",-1.44325979061518,0.000313,-3.42009183031906
"CC","ENSG00000025039","GO:0045121","membrane raft",5,"Q9NQL2",-1.44325979061518,0.000313,-3.42009183031906
"CC","ENSG00000025039","GO:0012506","vesicle membrane",8,"Q9NQL2",-1.44325979061518,0.000898,-3.12204415443559
"CC","ENSG00000025039","GO:0031410","cytoplasmic vesicle",13,"Q9NQL2",-1.44325979061518,0.000159,-3.60017752004844
"CC","ENSG00000025039","GO:0097708","intracellular vesicle",13,"Q9NQL2",-1.44325979061518,0.000161,-3.5969260324504
"CC","ENSG00000025039","GO:0098588","bounding membrane of organelle",11,"Q9NQL2",-1.44325979061518,0.000675,-3.20513318018478
"CC","ENSG00000025039","GO:0031090","organelle membrane",15,"Q9NQL2",-1.44325979061518,0.000672,-3.20641501010521
"CC","ENSG00000025039","GO:0031982","vesicle",16,"Q9NQL2",-1.44325979061518,0.000456,-3.31635469226219
"CC","ENSG00000025039","GO:0005829","cytosol",21,"Q9NQL2",-1.44325979061518,6.42e-05,-3.82950744279798
"CC","ENSG00000025039","GO:0005737","cytoplasm",32,"Q9NQL2",-1.44325979061518,0.000118,-3.67699247454777
"CC","ENSG00000110218","GO:0120025","plasma membrane bounded cell projection",13,"Q96RD7",1.98144171002701,6.71e-05,3.81862055141802
"CC","ENSG00000110218","GO:0030054","cell junction",12,"Q96RD7",1.98144171002701,0.000156,3.60512726197676
"CC","ENSG00000110218","GO:0042995","cell projection",13,"Q96RD7",1.98144171002701,0.000107,3.70188928837203
"CC","ENSG00000110218","GO:0031090","organelle membrane",15,"Q96RD7",1.98144171002701,0.000672,3.20641501010521
"CC","ENSG00000110218","GO:0005886","plasma membrane",21,"Q96RD7",1.98144171002701,0.000262,3.46817804083009
"CC","ENSG00000110218","GO:0071944","cell periphery",22,"Q96RD7",1.98144171002701,0.000205,3.53356194460777
"CC","ENSG00000110218","GO:0005737","cytoplasm",32,"Q96RD7",1.98144171002701,0.000118,3.67699247454777
"CC","ENSG00000111319","GO:0031253","cell projection membrane",5,"P37088",-4.49471898598359,0.000357,-3.38414609627524
"CC","ENSG00000111319","GO:0030141","secretory granule",10,"P37088",-4.49471898598359,1.73e-06,-4.64143372545212
"CC","ENSG00000111319","GO:0099503","secretory vesicle",11,"P37088",-4.49471898598359,1.03e-06,-4.74744734022182
"CC","ENSG00000111319","GO:0098590","plasma membrane region",11,"P37088",-4.49471898598359,6.57e-06,-4.3577605954655
"CC","ENSG00000111319","GO:0005887","integral component of plasma membrane",10,"P37088",-4.49471898598359,0.000408,-3.34730967165074
"CC","ENSG00000111319","GO:0120025","plasma membrane bounded cell projection",13,"P37088",-4.49471898598359,6.71e-05,-3.81862055141802
"CC","ENSG00000111319","GO:0031226","intrinsic component of plasma membrane",10,"P37088",-4.49471898598359,0.000607,-3.23557026940225
"CC","ENSG00000111319","GO:0042995","cell projection",13,"P37088",-4.49471898598359,0.000107,-3.70188928837203
"CC","ENSG00000111319","GO:0031410","cytoplasmic vesicle",13,"P37088",-4.49471898598359,0.000159,-3.60017752004844
"CC","ENSG00000111319","GO:0097708","intracellular vesicle",13,"P37088",-4.49471898598359,0.000161,-3.5969260324504
"CC","ENSG00000111319","GO:0098588","bounding membrane of organelle",11,"P37088",-4.49471898598359,0.000675,-3.20513318018478
"CC","ENSG00000111319","GO:0031090","organelle membrane",15,"P37088",-4.49471898598359,0.000672,-3.20641501010521
"CC","ENSG00000111319","GO:0031982","vesicle",16,"P37088",-4.49471898598359,0.000456,-3.31635469226219
"CC","ENSG00000111319","GO:0005886","plasma membrane",21,"P37088",-4.49471898598359,0.000262,-3.46817804083009
"CC","ENSG00000111319","GO:0071944","cell periphery",22,"P37088",-4.49471898598359,0.000205,-3.53356194460777
"CC","ENSG00000111319","GO:0005737","cytoplasm",32,"P37088",-4.49471898598359,0.000118,-3.67699247454777
