"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000198948",333.611026792885,1.86008095616048,0.522100991122375,3.56268420820618,0.000367082156092314,0.0305447314074147
"ENSG00000199082",1.44644861555515,28.1860979685607,3.4042620676859,8.27964986482977,1.23537973235528e-16,1.58146706543415e-14
"ENSG00000199224",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000199405",0.876583634344714,27.0956367782772,3.39390226778193,7.98362316896809,1.42099383692334e-15,1.74862297932383e-13
"ENSG00000199476",0.759126897733012,-30,3.40456592261105,-8.81169602290804,1.23266503490896e-18,1.92515403786365e-16
"ENSG00000199687",0.954091441809797,30,3.40770996024353,8.8035661338549,1.32536015831541e-18,1.92515403786365e-16
"ENSG00000200735",1.25169290353594,-18.5182588585315,3.40168345857319,-5.44385128247613,5.21407564683187e-08,4.91163115109111e-06
"ENSG00000201148",0.316032930619918,-30,3.38613320540143,-8.85966327377352,8.02564829904138e-19,1.92515403786365e-16
"ENSG00000203435",1.01205192901707,29.9574448852874,3.39069746025125,8.83518663533832,9.99312792055962e-19,1.92515403786365e-16
"ENSG00000203546",0.551648447387893,30,3.38988870306272,8.84984807108722,8.76385183457757e-19,1.92515403786365e-16
"ENSG00000203620",1.00148110655177,30,3.40797002013084,8.80289433967739,1.33332078073433e-18,1.92515403786365e-16
"ENSG00000204038",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000204316",0.214360339766373,25.082824339711,3.40593151374291,7.36445352424204,1.7787400855436e-13,1.85562413461427e-11
"ENSG00000204428",0.714803255223263,27.8014102955383,3.39379531942614,8.19183470977244,2.57273801116377e-16,3.22265405068643e-14
"ENSG00000204882",1.13782887589526,21.3583213122688,3.40223978630063,6.27772369198363,3.43565767894923e-10,3.3538928649139e-08
"ENSG00000204887",1.66966002316714,30,3.40713345962127,8.80505573249095,1.30787576620851e-18,1.92515403786365e-16
"ENSG00000204933",0.969402894650252,29.9686767785519,3.40499474508228,8.80138708637793,1.35135364673663e-18,1.92763703045517e-16
"ENSG00000205015",0.954091441809797,30,3.40770996024353,8.8035661338549,1.32536015831541e-18,1.92515403786365e-16
"ENSG00000206249",0.633526759075711,-15.7046449553856,3.34791915381477,-4.69086744149453,2.72049190470286e-06,0.000245673775414873
"ENSG00000206616",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000206640",1.66966002316714,30,3.40713345962127,8.80505573249095,1.30787576620851e-18,1.92515403786365e-16
"ENSG00000207003",0.869279005279266,18.6586906103433,3.39631675103267,5.49380166165892,3.9337226540292e-08,3.72562979168055e-06
"ENSG00000207171",0.199048886925918,26.1831370435044,3.40605623643039,7.68722981243107,1.50354922375901e-14,1.6950334926429e-12
"ENSG00000207654",0.91577521252041,28.0296436408477,3.40479917262564,8.23239263748777,1.83510600271454e-16,2.31528103187249e-14
"ENSG00000211650",0.631824508085418,23.525069088916,3.36680209720085,6.98736320393606,2.80100455188606e-12,2.82917650518249e-10
"ENSG00000211983",0.379563448866506,-30,3.40545544167781,-8.80939437140881,1.25823787381085e-18,1.92515403786365e-16
"ENSG00000212228",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000212319",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000212560",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000212579",1.57422703967101,17.4090796241225,3.39045723994723,5.13472915068926,2.82550638276863e-07,2.59175320380573e-05
"ENSG00000213172",0.405793818672367,25.9892238229439,3.40133602375851,7.64088688721367,2.15730525479176e-14,2.42422842586696e-12
"ENSG00000213493",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000213579",0.869279005279266,18.6586906103433,3.39631675103267,5.49380166165892,3.9337226540292e-08,3.72562979168055e-06
"ENSG00000213640",0.824808644148533,30,3.37607828591185,8.88604986596075,6.33199466008438e-19,1.92515403786365e-16
"ENSG00000213770",0.190192898907866,30,3.39646235648482,8.83271970988325,1.02160791936622e-18,1.92515403786365e-16
"ENSG00000214074",0.773520515042632,29.9977173494472,3.39883072555279,8.82589330616583,1.08589515034305e-18,1.92515403786365e-16
"ENSG00000214111",0.954091441809797,30,3.40770996024353,8.8035661338549,1.32536015831541e-18,1.92515403786365e-16
"ENSG00000214121",0.787048906879674,29.9547744304284,3.40129030234945,8.80688555450177,1.28670946792236e-18,1.92515403786365e-16
"ENSG00000215231",3.87935639861477,22.5961957964766,3.38607369975566,6.67327347249031,2.50159600121403e-11,2.49787934429794e-09
"ENSG00000215270",1.4311371627147,30,3.40728690231882,8.80465920835243,1.31250765589562e-18,1.92515403786365e-16
"ENSG00000215380",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000215486",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000216444",1.66966002316714,30,3.40713345962127,8.80505573249095,1.30787576620851e-18,1.92515403786365e-16
"ENSG00000216921",0.915894409096187,17.5908271342341,3.39202931207314,5.1859301662352,2.14939345476758e-07,1.99249343387845e-05
"ENSG00000217067",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000218698",1.21453425898617,29.9649137958958,3.36482869101556,8.90533116170378,5.32269087993871e-19,1.92515403786365e-16
"ENSG00000219253",1.30853527667679,29.9684076109729,3.38336994326653,8.8575615772124,8.17836392307872e-19,1.92515403786365e-16
"ENSG00000219881",0.258289767998092,25.8960608339539,3.39889478166657,7.61896513350037,2.55717518498214e-14,2.86436405015243e-12
"ENSG00000220515",1.66966002316714,30,3.40713345962127,8.80505573249095,1.30787576620851e-18,1.92515403786365e-16
"ENSG00000221696",3.75764319728566,22.50378278759,3.38609433717253,6.6459408825512,3.0128617668307e-11,2.99129241554543e-09
"ENSG00000221733",11.2105744412651,30,3.40657410500225,8.80650151010883,1.29112363067593e-18,1.92515403786365e-16
"ENSG00000222099",0.773520515042632,29.9977173494472,3.39883072555279,8.82589330616583,1.08589515034305e-18,1.92515403786365e-16
"ENSG00000222440",0.840121522883412,29.9436881531629,3.39242805095647,8.8266243832999,1.07882357602814e-18,1.92515403786365e-16
"ENSG00000222570",0.858539261737885,29.997572846292,3.4048093981593,8.81035304428764,1.24752334651171e-18,1.92515403786365e-16
"ENSG00000223550",0.253042299244337,-30,3.40634871261089,-8.80708422156982,1.28443186359282e-18,1.92515403786365e-16
"ENSG00000223611",0.730880034197803,29.9967584930681,3.40563107480011,8.80798825070292,1.27411786601165e-18,1.92515403786365e-16
"ENSG00000224050",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000224162",1.24878317494412,26.8572919997296,3.40045459014076,7.89814752345152,2.83078991499082e-15,3.43508492878816e-13
"ENSG00000224256",7.63273153447838,30,3.40662549423791,8.80636866328368,1.29265403567313e-18,1.92515403786365e-16
"ENSG00000224458",0.985182872649835,18.5120712597294,3.3962397585213,5.45075512212643,5.01563938030951e-08,4.73747473143397e-06
"ENSG00000224539",0.889450042979165,29.9680832381251,3.38021676726815,8.86572823622341,7.60056523569565e-19,1.92515403786365e-16
"ENSG00000224690",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000225656",0.632605748110843,-30,3.40474487045591,-8.81123289451727,1.23776909893964e-18,1.92515403786365e-16
"ENSG00000225814",0.954091441809797,30,3.40770996024353,8.8035661338549,1.32536015831541e-18,1.92515403786365e-16
"ENSG00000225869",0.749415407234179,-30,3.40470184067215,-8.81134425388551,1.23653992243537e-18,1.92515403786365e-16
"ENSG00000225886",0.199048886925918,26.1831370435044,3.40605623643039,7.68722981243107,1.50354922375901e-14,1.6950334926429e-12
"ENSG00000226490",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000226502",1.12797290343161,29.9675585006707,3.37948594760292,8.86749019386419,7.48129623465885e-19,1.92515403786365e-16
"ENSG00000226604",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000226647",0.348869537653934,29.8571009501443,3.4023521754167,8.77542929443735,1.70253130903856e-18,2.39919613662417e-16
"ENSG00000227089",0.285289348361798,30,3.39467769813821,8.83736326911191,9.80040709204812e-19,1.92515403786365e-16
"ENSG00000227090",0.190192898907866,30,3.39646235648482,8.83271970988325,1.02160791936622e-18,1.92515403786365e-16
"ENSG00000227152",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000227259",0.939977033404569,-26.3152089086983,3.39412417579556,-7.75316622071735,8.9629171926276e-15,1.04065126261777e-12
"ENSG00000227297",13.1187573248847,30,3.40638491664606,8.80699061735458,1.28550448593079e-18,1.92515403786365e-16
"ENSG00000227359",0.840366886337208,27.1238209520887,3.39372149460395,7.99235323087524,1.32387074086576e-15,1.64066080325448e-13
"ENSG00000227393",0.592949588275467,29.9896338605022,3.39551670424892,8.83212673434213,1.02703982129332e-18,1.92515403786365e-16
"ENSG00000227527",1.4311371627147,30,3.40728690231882,8.80465920835243,1.31250765589562e-18,1.92515403786365e-16
"ENSG00000227550",2.71284172053833,19.3746490863028,2.47481443897461,7.82872799721109,4.92830565530506e-15,5.85831381093882e-13
"ENSG00000227579",0.456018458883633,30,3.38476209825896,8.86325216635794,7.77135349494976e-19,1.92515403786365e-16
"ENSG00000227753",0.695423204223413,15.6726405432371,3.39648081579963,4.6143762892261,3.94277534596984e-06,0.000353313109720394
"ENSG00000227759",0.379563448866506,-30,3.40545544167781,-8.80939437140881,1.25823787381085e-18,1.92515403786365e-16
"ENSG00000227868",0.954091441809797,30,3.40770996024353,8.8035661338549,1.32536015831541e-18,1.92515403786365e-16
"ENSG00000227950",1.0016291386942,29.9984873597044,3.40478555561504,8.81068333664423,1.24385277201068e-18,1.92515403786365e-16
"ENSG00000227959",1.05665059297762,29.9100625493806,3.37439221927799,8.86383698329544,7.73067665463255e-19,1.92515403786365e-16
"ENSG00000228261",0.415579382914553,29.9323514937483,3.37802244221884,8.8609096019171,7.93642035241681e-19,1.92515403786365e-16
"ENSG00000228271",0.612583023103424,-11.5582343243266,3.36786743768934,-3.43191486546648,0.000599335669024962,0.0490528874966847
"ENSG00000228335",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000228376",0.831489555771893,30,3.38434534442408,8.8643436017624,7.69560894346209e-19,1.92515403786365e-16
"ENSG00000228437",0.490793700110119,21.5238876921156,3.37597271606111,6.37561067650703,1.82235328427705e-10,1.7889776005313e-08
"ENSG00000228503",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000228505",0.285289348361798,30,3.39467769813821,8.83736326911191,9.80040709204812e-19,1.92515403786365e-16
"ENSG00000228525",0.237741123634832,30,3.39551232258329,8.83519102565828,9.99273545582398e-19,1.92515403786365e-16
"ENSG00000228526",1.4311371627147,30,3.40728690231882,8.80465920835243,1.31250765589562e-18,1.92515403786365e-16
"ENSG00000228634",0.574909062988601,23.7523954790797,3.38534550767153,7.01623967930434,2.27918947660367e-12,2.30878590806797e-10
"ENSG00000228763",0.229671792606829,25.4685176470422,3.40582327637926,7.47793281691288,7.55007750880653e-14,8.0445155115174e-12
"ENSG00000228972",0.77352906856462,29.9685721068448,3.39177065804889,8.8356717267211,9.94985600705682e-19,1.92515403786365e-16
"ENSG00000228992",0.744186556748611,19.4194567275762,3.40042792770331,5.71088614152524,1.12389421669926e-08,1.07610561877276e-06
"ENSG00000229007",0.379563448866506,-30,3.40545544167781,-8.80939437140881,1.25823787381085e-18,1.92515403786365e-16
"ENSG00000229152",0.901745875942092,29.9592929757223,3.36681168303544,8.89841660187888,5.664903172965e-19,1.92515403786365e-16
"ENSG00000229217",2.44982073532749,17.9080170667536,3.3907446850751,5.28144072468168,1.28171951867147e-07,1.19449423302748e-05
"ENSG00000229248",0.77352906856462,29.9685721068448,3.39177065804889,8.8356717267211,9.94985600705682e-19,1.92515403786365e-16
"ENSG00000229422",0.730880034197803,29.9967584930681,3.40563107480011,8.80798825070292,1.27411786601165e-18,1.92515403786365e-16
"ENSG00000229436",1.2431408085115,24.4106739445593,3.40067642212182,7.17818190103736,7.06445306221861e-13,7.19791561569726e-11
"ENSG00000229526",1.00163966653676,19.6079895524175,3.38938849759035,5.78511125719511,7.24643533696556e-09,7.01519174948123e-07
"ENSG00000229530",1.2079257551027,25.576676554113,3.40457443480518,7.51244451953848,5.80333395472059e-14,6.35783432757289e-12
"ENSG00000229679",0.77352906856462,29.9685721068448,3.39177065804889,8.8356717267211,9.94985600705682e-19,1.92515403786365e-16
"ENSG00000229699",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000229749",1.42445625109134,29.9506697154532,3.37668787186739,8.86983661267149,7.32533020859608e-19,1.92515403786365e-16
"ENSG00000229752",0.496373107989842,-29.9997731790451,3.40544289863972,-8.80936021303669,1.25862131409661e-18,1.92515403786365e-16
"ENSG00000229754",684.46450451099,2.27584582154726,0.543206142198307,4.18965406454558,2.79380044363103e-05,0.00246559944202063
"ENSG00000229782",1.4311371627147,30,3.40728690231882,8.80465920835243,1.31250765589562e-18,1.92515403786365e-16
"ENSG00000230042",0.168425981245008,25.4785678114469,3.40637399964488,7.47967422664191,7.45070745429102e-14,7.96291511047592e-12
"ENSG00000230062",0.485341804092721,-14.5180213187247,3.35174547158461,-4.33148084835364,1.48109832240483e-05,0.0013170845845141
"ENSG00000230319",0.831489555771893,30,3.38434534442408,8.8643436017624,7.69560894346209e-19,1.92515403786365e-16
"ENSG00000230410",0.427934022542698,30,3.39360139830261,8.84016608874726,9.55764156773188e-19,1.92515403786365e-16
"ENSG00000230520",0.506084598488674,-29.999957234373,3.40501348786203,-8.81052522737865,1.24560852455168e-18,1.92515403786365e-16
"ENSG00000230561",1.11161669088033,21.5856270635394,3.39006673314055,6.36731626918228,1.92364262242213e-10,1.88312219519352e-08
"ENSG00000230737",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000231062",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000231202",0.237741123634832,30,3.39551232258329,8.83519102565828,9.99273545582398e-19,1.92515403786365e-16
"ENSG00000231529",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000231645",1.66966002316714,30,3.40713345962127,8.80505573249095,1.30787576620851e-18,1.92515403786365e-16
"ENSG00000231824",0.939977033404569,-26.3152089086983,3.39412417579556,-7.75316622071735,8.9629171926276e-15,1.04065126261777e-12
"ENSG00000232036",1.45975513810596,17.0990726238909,3.39763326935487,5.03264221542591,4.83765479764232e-07,4.40276978822927e-05
"ENSG00000232292",0.889450042979165,29.9680832381251,3.38021676726815,8.86572823622341,7.60056523569565e-19,1.92515403786365e-16
"ENSG00000232630",0.866144640421925,29.8083289926731,3.40160202100602,8.76302659999516,1.90076787418944e-18,2.6571214266869e-16
"ENSG00000232908",0.653557443861442,28.1782419375542,3.39391552594017,8.30257610190471,1.01877850957667e-16,1.30898056443697e-14
"ENSG00000233037",0.766848156941261,29.9372652879194,3.37756255174304,8.86357094185266,7.74915498090676e-19,1.92515403786365e-16
"ENSG00000233231",1.93462003887234,29.9889720438354,2.95103289762332,10.1621950971769,2.92417505518492e-24,3.40646899428675e-20
"ENSG00000233354",1.30184581153144,29.9906465475613,3.37561597645005,8.88449597252496,6.42112140948382e-19,1.92515403786365e-16
"ENSG00000233372",0.439261166182745,22.0259629520302,3.3848353170838,6.50724803090469,7.65399813080945e-11,7.57767497664387e-09
"ENSG00000233405",0.237741123634832,30,3.39551232258329,8.83519102565828,9.99273545582398e-19,1.92515403786365e-16
"ENSG00000233412",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000233436",0.183737434085463,24.9435814339293,3.4062019221876,7.3229896535052,2.42506505027536e-13,2.49268156991245e-11
"ENSG00000233559",0.864729637695379,29.9422720755626,3.39276762961077,8.82532355420924,1.09143797980194e-18,1.92515403786365e-16
"ENSG00000233578",0.29091760396865,26.243590789441,3.40550386351982,7.70622845875043,1.29590550647901e-14,1.48977979080356e-12
"ENSG00000234239",0.715568581357348,29.9999996981297,3.40814148736787,8.80245136809121,1.33859571706783e-18,1.92515403786365e-16
"ENSG00000234277",1.19261430226225,28.5501137020754,3.40745235410927,8.37872719412936,5.35031240806544e-17,6.89973129288085e-15
"ENSG00000234542",1.4311371627147,30,3.40728690231882,8.80465920835243,1.31250765589562e-18,1.92515403786365e-16
"ENSG00000234761",0.381167534633348,29.9989256910967,3.3772553010428,8.88263486679076,6.52950104082437e-19,1.92515403786365e-16
"ENSG00000234869",0.831472448727916,29.9815687568037,3.39463051979559,8.83205656166937,1.02768451662813e-18,1.92515403786365e-16
"ENSG00000234977",1.01216919697735,-29.995257751488,3.40434081526517,-8.81088568365082,1.24160933872592e-18,1.92515403786365e-16
"ENSG00000235047",0.253042299244337,-30,3.40634871261089,-8.80708422156982,1.28443186359282e-18,1.92515403786365e-16
